dimension,size,rNum,NDSetRankFastT,NDSetRankBankerT,NDSetRankArenaT,NDSetRankDeleteT,NDSetRankSwkT,NDSetRankSBCT,NDSetRankENST
2,1000,1000,4.801052918102552,2.4902872137136933,2.4596746825976554,2.3884766860339024,0.0014830611424940798,0.001777382013873563,1.1313054296077318
2,1000,500,5.191934343927173,1.320669107883809,1.3088006681281286,1.2695994984298267,0.001942912812676667,0.001887604192553738,0.553686694839822
2,1000,333,5.572615675016031,0.867309484519712,0.8701867179509257,0.8618323508810448,0.002684443383923707,0.003112295066749482,0.542737563362941
2,1000,250,5.349490034769371,1.6918472328504777,0.6782507937774653,1.905646654559348,0.0030048383190788286,0.002895011201964337,0.5003510122070125
2,1000,200,5.455314783085512,1.0754579454980941,0.8294823389699388,1.0937382345725482,0.0032051345362447137,0.004211356360940499,0.40635559255088083
2,1000,166,5.4088235421931685,2.987717535716534,0.6978952304611497,3.265120290322848,0.003939553999188661,0.004268640288934478,0.3711682484273595
2,1000,142,5.4099798874153535,3.304035830504361,0.6361316993060058,3.5268928288818415,0.0038392083598211,0.0027508137280705114,0.1643847251813355
2,1000,125,5.319420713315267,4.2913654157568715,0.525544878797092,5.01332937745012,0.006754367701972797,0.007314565011526497,0.15294334698533874
2,1000,111,5.368453780363936,4.2015576487673485,0.5521435843383387,4.845688554789717,0.00297876425530319,0.0030253815208425294,0.14798453412956292
2,1000,100,5.269580535474347,4.615572695082392,0.9191174640523627,5.559350297540618,0.004216097099813965,0.0035010356539117993,0.2534474060454812
2,1000,90,5.334547225857875,6.796346154529914,0.46878559257854135,7.85104400946409,0.003108344451021594,0.003229233292159961,0.10955452462042103
2,1000,83,5.399952039525118,6.641834413102458,0.4327449154587839,7.723525245027076,0.0036665664527220088,0.004632096935466734,0.24625056938248235
2,1000,76,5.568750392592449,7.554127978616094,0.8507516639005814,8.926994991804435,0.007922169709758009,0.007085824361155346,0.12022671793511108
2,1000,71,5.5232934228964154,7.8438696913107435,0.8035315344073126,9.384464045643824,0.0033520974411374027,0.0033434060865431547,0.10404657617914381
2,1000,66,5.312706641893669,8.330295573216546,0.2907471443961924,9.693555874150775,0.0037696775230813273,0.003732541735274708,0.1863394819399673
2,1000,62,5.35651146409424,8.142715993001104,0.7935672914302074,10.052513164439262,0.008165527638311687,0.00987456400019937,0.08918870550570546
2,1000,58,5.978667070156234,10.796199191625021,0.3371372495259948,12.989009782119581,0.003753084937102358,0.0034575788809547703,0.08035315344068295
2,1000,55,5.651744137582568,9.270255300639917,0.863973584603059,11.13621130421285,0.0038198503427793185,0.0036669615142841394,0.0768667350649821
2,1000,52,5.673498203062422,11.082906041321053,0.5107423167437446,13.0156531296185,0.004070319379593457,0.005836639669439592,0.07405389667007967
2,1000,50,5.461725842281169,11.60950296908527,0.9518633276589412,13.613553140324711,0.003833282436232821,0.00396128238566007,0.06986861437286507
2,1000,47,5.401117471163445,12.788565416863037,0.3088575569945533,15.349857837093168,0.004092442827698051,0.004122862568749497,0.1532088283619828
2,1000,45,5.557448076069875,15.732578871079966,0.7959811176370977,17.98987496696293,0.003915060181725494,0.0037139738413998202,0.06640392438367826
2,1000,43,5.677894053177681,15.174976720996824,0.31570989996646404,17.865092794037423,0.005523750904217195,0.005311997901458199,0.06424412276777502
2,1000,41,5.524839693890499,15.552790300132244,0.8549740819855742,18.81014763055896,0.005259849773892711,0.003986961387795418,0.06186664222548188
2,1000,40,5.477856601340591,16.704456413054345,0.31334229596347996,19.580657153320658,0.003945874984424336,0.004969479518308617,0.06261646908978946
2,1000,38,5.436453753499791,16.73216247618268,0.967708852263172,20.181430051780694,0.004033578653434233,0.0043397513719583,0.12578286388827564
2,1000,37,5.378434220865529,17.962788755441466,1.1132013379944965,21.719882777330326,0.006417775242312018,0.006357725883390231,0.0652621964395621
2,1000,35,5.535711393299152,19.222444159034467,0.9607553735287411,23.276004631701767,0.004759306761798143,0.004016986067426842,0.05994664298407315
2,1000,34,5.446678342053019,19.352141292981287,0.6826952364660883,23.500528394853063,0.004325924216914245,0.004988837535279345,0.11490049781718881
2,1000,33,5.556691138097335,20.13145555300514,0.4414406157271742,24.243217681691817,0.004284837813429476,0.004273381027815049,0.12169160624523556
2,1000,32,5.4231504501134395,20.00966715667471,0.927004868343829,24.18482521093324,0.004114961337336354,0.0073900217718119166,0.053030695098982505
2,1000,31,5.59329714832711,22.060215284853257,0.9432968125247498,26.566448368810484,0.0053230596254252305,0.004220047715534747,0.06116066719584978
2,1000,30,5.432078446586274,22.097876899604216,0.9079617153730624,27.05337044805117,0.004452343919979285,0.004138665031632627,0.05733489092938271
2,1000,29,5.388283895986547,22.610454277351323,0.8752395554608938,27.522749028049816,0.004415208132286352,0.005441183035600261,0.11141961030330094
2,1000,28,5.368737829634483,23.96337739718433,0.7517014314266817,29.4201870932593,0.004973035072225684,0.004261134118905829,0.05329459622930699
2,1000,27,5.708617201534025,23.693722590134257,0.9176411189566807,29.23614173387,0.004423109363642652,0.004355948896318296,0.10530998308740891
2,1000,27,5.402790951983889,24.755229726328935,0.4070102095763559,29.690519035844318,0.004330269894126104,0.005615800250552638,0.052218053444676116
2,1000,26,5.621571705058159,24.81135019798512,0.6678662052875097,30.24456721202273,0.004941430146573111,0.005614615065724138,0.05065281949509881
2,1000,25,5.345966480605966,24.51703406734464,0.9088043817068865,29.377828196413702,0.004818565997538826,0.0043867636991308245,0.10089358977052143
2,1000,25,5.456959819472559,25.43441602590974,0.4362368646966388,30.83476944799213,0.004908640036092038,0.005043751093808169,0.04791662304523925
2,1000,24,5.533376579406877,28.75649115792953,0.3311575975674259,35.56451217204449,0.005113676992095861,0.004551109313069901,0.13388004587454816
2,1000,23,5.582621004396742,28.810392568733732,0.6227541243440555,34.90520260535209,0.005940540863093702,0.005523355842797173,0.04614082127773145
2,1000,23,5.541405810802644,29.426832423967426,0.9952406932382019,43.83978672996068,0.009549428326181442,0.011380933775399171,0.09284579048062369
2,1000,22,7.652479742230298,31.769531350308625,1.2081050042054358,36.620648446163614,0.004502911801182563,0.0055245410273983,0.04493390817447107
2,1000,22,5.461232410377306,31.474333837300264,0.4902453371869342,38.10444282293611,0.0044799982301810815,0.005517824980415753,0.09366554324310528
2,1000,21,5.6181702249205046,33.06498012247698,0.9332665942649783,40.18996298668117,0.004568096960838375,0.004427059979434489,0.04825835130532141
2,1000,21,5.442235479610645,32.6372694766344,0.6943432318644227,39.342775963347776,0.004668442600177514,0.004914565959779793,0.04707751226555956
2,1000,20,5.4985629635307305,34.94159330702473,0.8785090850335564,42.952851376651324,0.005596442233354537,0.005222318924552383,0.08811650839857066
2,1000,20,5.537705664116174,35.2059519186364,0.22911911936034812,43.04260185971316,0.005526911396827927,0.005162269565516908,0.0910988282080325
2,1000,20,5.537229614921671,34.915345811221414,0.3084482732056131,42.703604660304336,0.0044977760007895995,0.004956047424911958,0.04566990788362091
2,1000,19,5.430502941035684,37.53030655592784,0.9675551733116663,46.40401880335048,0.004607998179380957,0.004677529016589688,0.04511879698975463
2,1000,19,5.579172906993335,37.55910970504283,0.8918696723476387,44.853888057723,0.005818861898660543,0.004634072243334231,0.08814139727746806
2,1000,18,5.7369699804562515,40.02525233570259,1.1480054723929243,48.67156477172739,0.004735998128580832,0.0054945163478805625,0.0996045038596094
2,1000,18,5.797552672571783,38.61486751017583,0.49277768186539106,46.9631059898843,0.004675158646932687,0.004652245075703831,0.08013428932963507
2,1000,18,5.407436876074371,38.88008735601488,0.5258917428577661,47.69177256621333,0.004782220333254372,0.006357725883390231,0.08263621426704049
